This is a comma-delimited file constructed by integrating
records from multiple sources. The variables are:
Protraction, Region, Gas, Oil, Date
Ship Shoal Area,Central25109988,"3,O28,231",1997-06-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,Central25698525,"3,162,475",1997-08-01
   Ship  Shoal  Area,Central25268698,"2,955,046",1997-09-01
   Ship  Shoal  Area,Central25297620,"2,979,666",1997-10-01
Ship Shoal Area,Central24047643,"2,755,354",1997-11-01
Ship Shoal Area,CENTRAL21098950,"2,725,586",1997-12-01
   Ship  Shoal  Area,CENTRAL21935414,"2,696,911"
   Ship  Shoal  Area,CEntral20954043,"2,510,262"
   Ship  Shoal  Area,CEntral23410000,"2,732,966"
Ship Shoal Area,Central23205784,"2,687,566",1998-04-01
   Ship  Shoal  Area,central23009693,"2,841,235",1998-05-01
Ship Shoal Area,Central21722891,"2,674,839",1998-06-01
Ship Shoal Area,Central22078983,"2,706,194",1998-07-01
Ship Shoal Area,Central21153269,"2,774,008",1998-08-01
Ship Shoal Area,Central13426116,"1,739,798",1998-09-01
   Ship  Shoal  Area,central,,,1998-10-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,Central20592424,"2,640,893",1998-12-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,Central18881871,"2,239,793",1999-02-01
Ship Shoal Area,CENTRAL20545407,"2,382,319",1999-03-01
   Ship  Shoal  Area,central19444440,"2,293,872",1999-04-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,Central17826757,"2,2O8,537",1999-06-01
Ship Shoal Area,CENTRAL18541813,"2,233,399",1999-07-01
Ship Shoal Area,Central18165046,"2,377,819",1999-08-01
   Ship  Shoal  Area,central,,,1999-09-01
Ship Shoal Area,CENTRAL17587779,"2,294,927",1999-10-01
Ship Shoal Area,Central16413586,"2,179,956",1999-11-01
   Ship  Shoal  Area,central15939769,"2,153,748",1999-12-01
Ship Shoal Area,Central15874159,"2,156,398",2000-01-01
   Ship  Shoal  Area,central,,,2000-02-01
   Ship  Shoal  Area,central16191014,"2,322,808",2000-03-01
   Ship  Shoal  Area,central16729066,"2,249,449",2000-04-01
   Ship  Shoal  Area,central,,,2000-05-01
   Ship  Shoal  Area,central15629095,"2,169,219",2000-06-01
   Ship  Shoal  Area,central16934425,"2,257,923",2000-07-01
Ship Shoal Area,Central17670265,"2,273,123",2000-08-01
   Ship  Shoal  Area,central,,,2000-09-01
   Ship  Shoal  Area,CEntral
   Ship  Shoal  Area,CEntral
   Ship  Shoal  Area,CEntral
Ship Shoal Area,CENTRAL19711969,"2,205,498",2001-01-01
   Ship  Shoal  Area,central17863523,"2,047,643",2001-02-01
Ship Shoal Area,Central20703053,"2,323,229",2001-03-01
   Ship  Shoal  Area,CEntral20604247,"2,285,433"
Ship Shoal Area,CENTRAL22062482,"2,310,789",2001-05-01
Ship Shoal Area,CENTRAL22365817,"2,183,620",2001-06-01
Ship Shoal Area,Central22174679,"2,255,O17",2001-07-01
Ship Shoal Area,CENTRAL21453948,"2,228,524",2001-08-01
Ship Shoal Area,CENTRAL20495146,"2,175,041",2001-09-01
Ship Shoal Area,CENTRAL19730076,"2,106,607",2001-10-01
   Ship  Shoal  Area,Central17211028,"2,012,563",2001-11-01
   Ship  Shoal  Area,central,,,2001-12-01
Ship Shoal Area,CENTRAL15231507,"1,989,902",2002-01-01
Ship Shoal Area,CENTRAL13256480,"1,741,585",2002-02-01
   Ship  Shoal  Area,central14230934,"1,829,386",2002-03-01
Ship Shoal Area,Central13455949,"1,736,19O",2002-04-01
   Ship  Shoal  Area,central,,,2002-05-01
Ship Shoal Area,Central13733953,"1,69O,417",2002-06-01
Ship Shoal Area,Central13907369,"1,745,59O",2002-07-01
   Ship  Shoal  Area,central14131197,"1,766,022",2002-08-01
Ship Shoal Area,Central11549771,"1,449,408",2002-09-01
   Ship  Shoal  Area,CEntral
   Ship  Shoal  Area,central10681865,"1,386,972",2002-11-01
   Ship  Shoal  Area,central12119667,"1,479,227",2002-12-01
Ship Shoal Area,Central12105481,"1,514,570",2003-01-01
   Ship  Shoal  Area,central10978177,"1,395,700",2003-02-01
Ship Shoal Area,CENTRAL12421529,"1,546,179",2003-03-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,CENTRAL12860737,"1,566,702",2003-05-01
Ship Shoal Area,Central11641758,"1,388,984",2003-06-01
Ship Shoal Area,CENTRAL11055659,"1,369,251",2003-07-01
   Ship  Shoal  Area,central,,,2003-08-01
Ship Shoal Area,Central11091009,"1,48O,954",2003-09-01
   Ship  Shoal  Area,CEntral
   Ship  Shoal  Area,central,,,2003-11-01
   Ship  Shoal  Area,central,,,2003-12-01
Ship Shoal Area,Central11597163,"1,375,113",2004-01-01
Ship Shoal Area,CENTRAL10712089,"1,302,836",2004-02-01
Ship Shoal Area,Central12959797,"1,469,222",2004-03-01
   Ship  Shoal  Area,central,,,2004-04-01
Ship Shoal Area,Central12897169,"1,526,455",2004-05-01
   Ship  Shoal  Area,Central12820488,"1,490,752",2004-06-01
Ship Shoal Area,Central12566506,"1,385,121",2004-07-01
Ship Shoal Area,Central14098911,"1,451,O31",2004-08-01
Ship Shoal Area,CENTRAL9209755,"1,016,902",2004-09-01
   Ship  Shoal  Area,CEntral12535776,"1,301,931"
Ship Shoal Area,CENTRAL10811148,"1,194,879",2004-11-01
Ship Shoal Area,CENTRAL11768725,"1,337,360",2004-12-01
Ship Shoal Area,CENTRAL11863509,"1,344,224",2005-01-01
Ship Shoal Area,Central11010954,"1,236,637",2005-02-01
   Ship  Shoal  Area,central11342746,"1,352,208",2005-03-01
Ship Shoal Area,Central12345393,"1,447,525",2005-04-01
Ship Shoal Area,Central12534022,"1,496,594",2005-05-01
Ship Shoal Area,Central12043533,"1,513,255",2005-06-01
Ship Shoal Area,CENTRAL11117619,"1,317,002",2005-07-01
Ship Shoal Area,Central10682533,"1,2O6,886",2005-08-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,Central5098145,"629,661",2005-10-01
Ship Shoal Area,CENTRAL7861390,"891,607",2005-11-01
Ship Shoal Area,CENTRAL8989605,"1,009,825",2005-12-01
   Ship  Shoal  Area,CEntral
Ship Shoal Area,CENTRAL7751517,"756,911",2006-02-01
Ship Shoal Area,Central7993787,"828,992",2006-03-01
   South  Marsh  Island  Area,central34859206,"2,052,976",1996-01-01
South Marsh Island Area,CENTRAL32820526,"1,839,455",1996-02-01
South Marsh Island Area,Central34597163,"1,88O,O61",1996-03-01
South Marsh Island Area,Central33715888,"1,908,333",1996-04-01
   South  Marsh  Island  Area,Central36491865,"1,990,090",1996-05-01
   South  Marsh  Island  Area,central35725323,"1,918,963",1996-06-01
South Marsh Island Area,CENTRAL37565311,"1,899,158",1996-07-01
   South  Marsh  Island  Area,central37041083,"1,762,581",1996-08-01
South Marsh Island Area,Central35285302,"1,683,78O",1996-09-01
South Marsh Island Area,Central34539147,"1,674,119",1996-10-01
   South  Marsh  Island  Area,central,,,1996-11-01
South Marsh Island Area,Central34786361,"1,695,636",1996-12-01
   South  Marsh  Island  Area,central33501597,"1,624,898",1997-01-01
South Marsh Island Area,Central29845840,"1,55O,532",1997-02-01
South Marsh Island Area,CENTRAL32061825,"1,654,290",1997-03-01
   South  Marsh  Island  Area,Central30017495,"1,534,355",1997-04-01
South Marsh Island Area,Central31929675,"1,618,597",1997-05-01
   South  Marsh  Island  Area,Central32551604,"1,659,361",1997-06-01
South Marsh Island Area,Central33508443,"1,663,243",1997-07-01
   South  Marsh  Island  Area,central32344839,"1,658,358",1997-08-01
   South  Marsh  Island  Area,Central30854845,"1,596,847",1997-09-01
   South  Marsh  Island  Area,central29859334,"1,616,933",1997-10-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,central,,,1997-12-01
South Marsh Island Area,CENTRAL29297313,"1,506,206",1998-01-01
South Marsh Island Area,Central26327093,"1,315,116",1998-02-01
South Marsh Island Area,Central29672461,"1,431,796",1998-03-01
   South  Marsh  Island  Area,Central28771126,"1,430,919",1998-04-01
South Marsh Island Area,CENTRAL28920246,"1,445,253",1998-05-01
South Marsh Island Area,Central28034395,"1,411,939",1998-06-01
South Marsh Island Area,Central29154939,"1,379,666",1998-07-01
South Marsh Island Area,Central28070745,"1,454,597",1998-08-01
   South  Marsh  Island  Area,Central21052307,"1,118,430",1998-09-01
South Marsh Island Area,Central23842797,"1,368,810",1998-10-01
South Marsh Island Area,Central23314090,"1,340,415",1998-11-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,CENTRAL20548483,"1,108,466",1999-02-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central21637351,"1,268,844",1999-04-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central18750761,"1,188,5O4",1999-06-01
   South  Marsh  Island  Area,central,,,1999-07-01
South Marsh Island Area,Central18206090,"1,2O5,989",1999-08-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central17099935,"1,197,779",1999-10-01
South Marsh Island Area,Central16048683,"1,172,819",1999-11-01
South Marsh Island Area,Central15975492,"1,162,488",1999-12-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,CENTRAL14738195,"1,161,809",2000-02-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,CENTRAL15539716,"1,227,484"
   South  Marsh  Island  Area,central,,,2000-05-01
South Marsh Island Area,Central16573468,"1,29O,657",2000-06-01
South Marsh Island Area,Central16206816,"1,295,542",2000-07-01
   South  Marsh  Island  Area,central,,,2000-08-01
South Marsh Island Area,CENTRAL16273535,"1,266,783",2000-09-01
   South  Marsh  Island  Area,CENTRAL15015055,"1,335,321"
South Marsh Island Area,Central14978067,"1,278,625",2000-11-01
South Marsh Island Area,CENTRAL12739927,"1,234,078",2000-12-01
   South  Marsh  Island  Area,central11828970,"1,172,397",2001-01-01
   South  Marsh  Island  Area,CENTRAL12175620,"1,191,688"
South Marsh Island Area,CENTRAL13188339,"1,322,777",2001-03-01
   South  Marsh  Island  Area,central,,,2001-04-01
South Marsh Island Area,CENTRAL12658884,"1,522,902",2001-05-01
   South  Marsh  Island  Area,CENTRAL11614057,"1,285,850"
   South  Marsh  Island  Area,central11736320,"1,341,310",2001-07-01
   South  Marsh  Island  Area,Central12699905,"1,411,720",2001-08-01
South Marsh Island Area,Central12427859,"1,347,171",2001-09-01
South Marsh Island Area,CENTRAL12920148,"1,307,565",2001-10-01
South Marsh Island Area,Central12910390,"1,2O5,399",2001-11-01
   South  Marsh  Island  Area,central12287872,"1,166,867",2001-12-01
South Marsh Island Area,Central11211911,"1,118,356",2002-01-01
South Marsh Island Area,Central10308267,"1,O47,45O",2002-02-01
South Marsh Island Area,CENTRAL11016045,"1,148,233",2002-03-01
South Marsh Island Area,CENTRAL13999986,"1,238,326",2002-04-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,central14995292,"1,124,758",2002-06-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,CENTRAL16213172,"1,300,675"
South Marsh Island Area,Central13279048,"1,139,299",2002-09-01
   South  Marsh  Island  Area,central11427261,"1,036,027",2002-10-01
South Marsh Island Area,CENTRAL13269141,"1,300,163",2002-11-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central12265893,"1,341,431",2003-01-01
   South  Marsh  Island  Area,central10756915,"1,170,141",2003-02-01
South Marsh Island Area,Central11192869,"1,184,792",2003-03-01
   South  Marsh  Island  Area,CENTRAL11364560,"1,100,850"
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central10857704,"1,42O,639",2003-07-01
South Marsh Island Area,CENTRAL10968500,"1,450,619",2003-08-01
South Marsh Island Area,Central10409783,"1,391,252",2003-09-01
South Marsh Island Area,Central10534851,"1,387,166",2003-10-01
   South  Marsh  Island  Area,central9562380,"1,211,588",2003-11-01
South Marsh Island Area,CENTRAL10697094,"1,334,649",2003-12-01
South Marsh Island Area,CENTRAL10940958,"1,351,766",2004-01-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,Central10701180,"1,220,864",2004-03-01
South Marsh Island Area,CENTRAL9949828,"1,206,281",2004-04-01
   South  Marsh  Island  Area,CEntral
   South  Marsh  Island  Area,Central9706507,"1,248,240",2004-06-01
   South  Marsh  Island  Area,central11842351,"1,410,138",2004-07-01
South Marsh Island Area,Central11643787,"1,337,598",2004-08-01
   South  Marsh  Island  Area,CENTRAL10806164,"1,209,571"
   South  Marsh  Island  Area,central11494781,"1,271,781",2004-10-01
South Marsh Island Area,Central10638795,"1,156,8O1",2004-11-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central11457013,"1,292,758",2005-01-01
   South  Marsh  Island  Area,CEntral
South Marsh Island Area,Central11189837,"1,329,844",2005-03-01
   South  Marsh  Island  Area,central11887360,"1,415,504",2005-04-01
South Marsh Island Area,Central11973600,"1,241,362",2005-05-01
   South  Marsh  Island  Area,CEntral11165075,"1,209,095"
   South  Marsh  Island  Area,central,,,2005-07-01
South Marsh Island Area,CENTRAL9256833,"1,052,385",2005-08-01
   South  Marsh  Island  Area,central,,,2005-09-01
South Marsh Island Area,CENTRAL1846496,"222,742",2005-10-01
   South  Marsh  Island  Area,CENTRAL4802364,"337,383"
South Marsh Island Area,Central5734419,"557,227",2005-12-01
South Marsh Island Area,CENTRAL5594581,"673,364",2006-01-01
   South  Marsh  Island  Area,central4951593,"608,444",2006-02-01
South Marsh Island Area,CENTRAL4171503,"696,132",2006-03-01
   South  Pass  Area,central,,,1996-01-01
South Pass Area,Central12434343,"2,244,494",1996-02-01
   South  Pass  Area,CEntral13813315,"2,405,436"
South Pass Area,Central14218177,"2,177,738",1996-04-01
   South  Pass  Area,CENTRAL14995722,"2,203,326"
   South  Pass  Area,CEntral14294174,"2,018,096"
   South  Pass  Area,central,,,1996-07-01
South Pass Area,CENTRAL15002081,"2,060,827",1996-08-01
South Pass Area,CENTRAL14947805,"1,990,427",1996-09-01
   South  Pass  Area,CEntral
South Pass Area,CENTRAL13476417,"2,016,295",1996-11-01
South Pass Area,Central13811689,"2,135,812",1996-12-01
   South  Pass  Area,Central14143147,"2,060,891",1997-01-01
   South  Pass  Area,CEntral
   South  Pass  Area,CEntral
South Pass Area,Central13538868,"1,933,558",1997-04-01
   South  Pass  Area,central,,,1997-05-01
   South  Pass  Area,central,,,1997-06-01
South Pass Area,Central13503945,"1,93O,894",1997-07-01
   South  Pass  Area,central,,,1997-08-01
   South  Pass  Area,CEntral
   South  Pass  Area,central,,,1997-10-01
   South  Pass  Area,CEntral12009417,"1,994,377"
   South  Pass  Area,Central12033810,"2,130,559",1997-12-01
   South  Pass  Area,central11088765,"2,118,864",1998-01-01
South Pass Area,Central10474421,"1,849,84O",1998-02-01
   South  Pass  Area,central11557902,"2,027,432",1998-03-01
South Pass Area,Central11342565,"1,911,145",1998-04-01
   South  Pass  Area,Central11856793,"2,125,252",1998-05-01
   South  Pass  Area,central11224840,"1,999,465",1998-06-01
South Pass Area,Central10502565,"1,91O,235",1998-07-01
South Pass Area,CENTRAL11424443,"1,892,319",1998-08-01
South Pass Area,CENTRAL7750466,"1,276,773",1998-09-01
South Pass Area,Central6660459,"1,3O9,437",1998-10-01
   South  Pass  Area,central8384236,"1,529,409",1998-11-01
   South  Pass  Area,central,,,1998-12-01
South Pass Area,Central10974088,"1,816,O34",1999-01-01
   South  Pass  Area,CEntral
   South  Pass  Area,central10662236,"1,800,209",1999-03-01
South Pass Area,Central9713246,"1,719,463",1999-04-01
   South  Pass  Area,CEntral
South Pass Area,Central10010213,"1,577,467",1999-06-01
   South  Pass  Area,CEntral
South Pass Area,CENTRAL12154466,"1,711,803",1999-08-01
South Pass Area,CENTRAL11877879,"1,581,565",1999-09-01
South Pass Area,CENTRAL11871161,"1,548,322",1999-10-01
South Pass Area,CENTRAL11300195,"1,528,123",1999-11-01
South Pass Area,CENTRAL11731732,"1,590,830",1999-12-01
South Pass Area,Central11492396,"1,551,83O",2000-01-01
South Pass Area,Central10651539,"1,335,941",2000-02-01
South Pass Area,CENTRAL11389558,"1,498,801",2000-03-01
   South  Pass  Area,CEntral10730552,"1,415,308"
South Pass Area,CENTRAL11054404,"1,456,861",2000-05-01
   South  Pass  Area,CEntral
South Pass Area,CENTRAL10784310,"1,485,699",2000-07-01
   South  Pass  Area,CEntral
   South  Pass  Area,CENTRAL10355975,"1,401,003"
South Pass Area,Central11227271,"1,511,121",2000-10-01
   South  Pass  Area,Central10783322,"1,439,929",2000-11-01
   South  Pass  Area,CEntral
South Pass Area,CENTRAL11259778,"1,444,040",2001-01-01
   South  Pass  Area,central9640339,"1,242,256",2001-02-01
South Pass Area,CENTRAL10536407,"1,311,151",2001-03-01
South Pass Area,CENTRAL10012454,"1,204,627",2001-04-01
South Pass Area,CENTRAL10745717,"1,258,986",2001-05-01
South Pass Area,CENTRAL10479036,"1,160,924",2001-06-01
South Pass Area,Central10011009,"1,11O,947",2001-07-01
South Pass Area,Central10166420,"1,O87,2O3",2001-08-01
   South  Pass  Area,central,,,2001-09-01
   South  Pass  Area,central,,,2001-10-01
   South  Pass  Area,CEntral
   South  Pass  Area,central,,,2001-12-01
   South  Pass  Area,central10604186,"1,111,484",2002-01-01
South Pass Area,Central9141637,"1,007,487",2002-02-01
South Pass Area,Central9037925,"8O7,249",2002-03-01
South Pass Area,Central8358195,"741,689",2002-04-01
South Pass Area,Central9583381,"1,O74,O97",2002-05-01
South Pass Area,Central9021237,"1,O53,438",2002-06-01
South Pass Area,Central8918202,"1,O81,75O",2002-07-01
   South  Pass  Area,central8374799,"1,102,523",2002-08-01
   South  Pass  Area,CEntral6539496,"679,422"
South Pass Area,CENTRAL5964148,"766,153",2002-10-01
South Pass Area,Central7351124,"979,957",2002-11-01
   South  Pass  Area,CENTRAL7897503,"962,344"
South Pass Area,Central7665430,"935,416",2003-01-01
South Pass Area,Central6844005,"867,433",2003-02-01
   South  Pass  Area,CEntral7746567,"932,032"
   South  Pass  Area,central,,,2003-04-01
South Pass Area,CENTRAL7003735,"881,561",2003-05-01
South Pass Area,Central6482292,"822,664",2003-06-01
   South  Pass  Area,CEntral5709582,"716,555"
South Pass Area,CENTRAL6786338,"852,949",2003-08-01
   South  Pass  Area,central,,,2003-09-01
   South  Pass  Area,central,,,2003-10-01
South Pass Area,Central6075150,"931,OOO",2003-11-01
   South  Pass  Area,Central6030385,"962,026",2003-12-01
South Pass Area,Central5652249,"899,558",2004-01-01
South Pass Area,Central4916715,"835,776",2004-02-01
South Pass Area,Central5028373,"874,29O",2004-03-01
South Pass Area,Central4828268,"816,521",2004-04-01
   South  Pass  Area,CENTRAL4779442,"839,781"
South Pass Area,Central4562802,"799,416",2004-06-01
South Pass Area,Central4247519,"797,316",2004-07-01
   South  Pass  Area,central4131529,"758,790",2004-08-01
South Pass Area,Central2274894,"376,203",2004-09-01
   South  Pass  Area,central1638439,"211,803",2004-10-01
South Pass Area,CENTRAL1486689,"222,759",2004-11-01
South Pass Area,CENTRAL1627340,"322,587",2004-12-01
   South  Pass  Area,central,,,2005-01-01
South Pass Area,Central2289371,"319,764",2005-02-01
   South  Pass  Area,central,,,2005-03-01
South Pass Area,Central2412337,"189,5O2",2005-04-01
South Pass Area,Central3373028,"4O6,9O1",2005-05-01
South Pass Area,Central3126802,"300,003",2005-06-01
South Pass Area,CENTRAL3299363,"416,790",2005-07-01
South Pass Area,CENTRAL3397358,"450,284",2005-08-01
South Pass Area,CENTRAL,.,2005-09-01
South Pass Area,Central,.,2005-10-01
   South  Pass  Area,central,,,2005-11-01
South Pass Area,Central190407,"4,792",2005-12-01
South Pass Area,Central216075,"28,752",2006-01-01
South Pass Area,Central479428,"37,752",2006-02-01
   South  Pass  Area,central1664014,"73,115",2006-03-01
South Pelto Area,Central4402482,"327,567",1996-01-01
South Pelto Area,CENTRAL4083124,"314,370",1996-02-01
