Serial	Metro	County FIPS	Mortgage Payment	Household Income	Home Value
344984	3	67	$430	$78,000	$37,500
345118	1	0	$750	$37,000	$112,500
345161	4	121	$1,300	$60,300	$187,500
345360	4	0	$1,000	$47,200	$112,500
345618	1	0	$200	$30,000	$17,500
345785	3	0	$1,400	$60,200	$137,500
345860	4	0	$520	$27,000	$27,500
345908	3	135	$2,500	$58,200	$225,000
345924	1	0	$1,500	$82,400	$225,000
345980	1	0	$600	$29,000	$75,000
346069	1	0	$230	$3,400	$37,500
346072	1	0	$420	$38,000	$65,000
346282	3	89	$1,100	$49,000	$187,500
346537	4	21	$1,100	$72,000	$187,500
346652	1	0	$220	$33,000	$32,500
346902	1	0	$460	$59,000	$55,000
346904	3	135	$1,000	$69,000	$162,500
347031	0	0	$1,000	$73,100	$137,500
347059	1	0	$310	$79,200	$37,500
347142	3	0	$850	$42,500	$162,500
347160	1	0	$470	$29,000	$112,500
347207	1	0	$200	$16,170	$12,500
347210	1	0	$170	$38,500	$5,000
347309	3	0	$1,000	$60,680	$187,500
347447	3	67	$1,400	$130,000	$275,000
347646	1	0	$220	$34,000	$137,500
347702	3	63	$750	$31,940	$137,500
347709	1	0	$520	$27,800	$55,000
347735	3	89	$230	$30,000	$162,500
347835	1	0	$320	$46,320	$55,000
347924	3	0	$580	$61,200	$95,000
347963	1	0	$500	$13,000	$75,000
348149	1	0	$500	$31,200	$225,000
348215	3	151	$1,100	$77,000	$162,500
348283	1	0	$430	$15,600	$27,500
348362	3	57	$1,200	$72,000	$225,000
348363	3	67	$1,400	$88,600	$225,000
348568	1	0	$290	$37,000	$22,500
348569	1	139	$800	$27,000	$112,500
348851	2	121	$750	$50,000	$75,000
348883	3	135	$780	$18,500	$162,500
348888	0	0	$400	$118,400	$55,000
348889	3	135	$970	$86,800	$137,500
349021	3	89	$700	$24,000	$85,000
349306	3	57	$650	$91,000	$162,500
349348	3	63	$1,100	$35,000	$112,500
349471	1	0	$220	$51,200	$22,500
349578	3	89	$1,100	$55,000	$225,000
349639	4	0	$600	$71,000	$95,000
350324	3	51	$440	$57,000	$17,500
350665	3	0	$340	$50,900	$37,500
350671	4	121	$1,400	$59,000	$162,500
350872	2	51	$650	$48,300	$112,500
351071	3	0	$1,200	$120,000	$225,000
351309	1	0	$650	$20,000	$112,500
351310	3	57	$670	$35,100	$85,000
351638	3	0	$590	$47,830	$112,500
351715	3	67	$320	$41,000	$112,500
351758	3	0	$800	$52,200	$137,500
351778	3	135	$950	$84,000	$162,500
351821	1	0	$750	$24,000	$112,500
351839	3	89	$860	$40,900	$137,500
351957	1	0	$400	$34,530	$85,000
351985	1	0	$170	$52,400	$75,000
352074	3	67	$1,200	$55,000	$137,500
352172	1	0	$540	$74,000	$75,000
352282	4	245	$290	$35,000	$17,500
352463	1	0	$460	$51,800	$55,000
352736	1	0	$450	$25,000	$37,500
353036	1	0	$650	$40,200	$162,500
353268	1	0	$1,100	$18,280	$350,000
353327	4	3	$800	$83,900	$350,000
353556	1	1	$450	$5,000	$65,000
353664	4	3	$1,200	$86,000	$625,000
353899	4	3	$1,400	$85,000	$350,000
354003	1	0	$1,800	$48,600	$450,000
354106	4	3	$3,800	$49,000	$350,000
354185	3	3	$770	$31,200	$112,500
354352	4	3	$3,200	$73,700	$450,000
354719	3	3	$1,700	$63,400	$450,000
354804	3	3	$370	$50,000	$225,000
354931	3	3	$2,400	$144,000	$875,000
355408	1	1	$210	$92,000	$75,000
355504	4	3	$150	$106,000	$875,000
356095	3	3	$1,700	$57,000	$450,000
356305	3	3	$800	$74,000	$162,500
356438	1	0	$800	$45,000	$625,000
356503	1	1	$300	$14,000	$32,500
356590	1	1	$150	$30,900	$55,000
356622	1	1	$1,300	$49,000	$350,000
356713	3	3	$1,000	$60,000	$450,000
356779	1	1	$340	$10,000	$22,500
357346	4	3	$1,500	$143,000	$625,000
357376	3	3	$2,600	$58,100	$450,000
357532	4	3	$1,700	$155,800	$625,000
357961	3	1	$730	$52,000	$95,000
358099	1	0	$470	$41,700	$55,000
358227	1	0	$500	$37,960	$65,000
358296	4	27	$630	$25,150	$137,500
358544	1	0	$640	$75,400	$137,500
358609	3	1	$220	$59,000	$5,000
358687	0	0	$360	$19,000	$5,000
358723	0	0	$350	$30,000	$65,000
358775	1	0	$1,400	$122,400	$350,000
358794	4	27	$600	$8,000	$75,000
358807	0	0	$850	$256,200	$187,500
358808	4	27	$800	$69,700	$112,500
358839	0	0	$360	$98,000	$45,000
358850	1	0	$440	$52,800	$45,000
358875	0	0	$150	$38,300	$162,500
358900	1	0	$300	$17,280	$55,000
358982	1	0	$440	$24,000	$75,000
359011	1	0	$400	$82,000	$162,500
359033	1	0	$560	$57,100	$112,500
359096	1	0	$500	$34,200	$112,500
359284	3	1	$550	$9,000	$37,500
359292	1	0	$50	$12,600	$12,500
359330	1	0	$1,300	$90,000	$225,000
359380	1	0	$1,600	$112,820	$350,000
359414	1	0	$250	$15,000	$32,500
359647	0	0	$710	$74,500	$187,500
359746	1	0	$430	$7,700	$45,000
359832	1	0	$400	$16,200	$75,000
359864	1	0	$270	$30,600	$112,500
360034	1	0	$100	$37,500	$17,500
360035	1	0	$1,000	$131,100	$137,500
360085	1	0	$370	$61,700	$55,000
360142	1	0	$410	$61,000	$85,000
360180	1	0	$580	$11,900	$137,500
360354	1	0	$270	$44,600	$55,000
360363	3	1	$360	$24,800	$112,500
360366	1	0	$420	$51,500	$75,000
360559	1	0	$1,600	$69,000	$625,000
360565	4	27	$550	$45,000	$75,000
360651	1	0	$260	$55,600	$162,500
360658	3	1	$250	$24,100	$17,500
360667	1	0	$550	$42,600	$75,000
360684	1	0	$740	$56,000	$137,500
360699	0	0	$280	$39,300	$65,000
360778	1	0	$290	$11,500	$65,000
360799	1	0	$1,200	$74,000	$625,000
360827	1	0	$420	$76,300	$112,500
360848	4	27	$410	$61,200	$162,500
360949	1	0	$130	$8,800	$5,000
360971	1	0	$150	$31,000	$5,000
360995	1	0	$380	$37,900	$112,500
360996	0	0	$140	$7,430	$5,000
361024	1	0	$1,000	$110,000	$137,500
361100	0	0	$550	$47,000	$137,500
361149	1	0	$140	$25,800	$75,000
361169	0	0	$300	$36,220	$112,500
361237	1	0	$250	$38,000	$65,000
361410	1	0	$530	$64,020	$112,500
361527	4	27	$1,100	$234,000	$137,500
361558	4	27	$600	$11,000	$85,000
361564	4	27	$520	$18,600	$65,000
361640	1	0	$760	$55,300	$65,000
361712	1	0	$730	$27,000	$137,500
361855	1	0	$460	$33,400	$65,000
361921	1	0	$480	$60,000	$45,000
361928	0	0	$400	$20,900	$85,000
361971	1	0	$1,200	$64,820	$187,500
362019	2	1	$650	$60,200	$137,500
362042	1	0	$280	$15,400	$5,000
362110	0	0	$80	$19,000	$85,000
362118	1	0	$2,700	$134,300	$625,000
362270	1	0	$700	$28,300	$112,500
362312	3	1	$650	$65,200	$112,500
362340	1	0	$230	$8,060	$55,000
362414	3	1	$300	$17,600	$12,500
362449	0	0	$500	$54,000	$137,500
362489	1	0	$280	$41,640	$22,500
362496	4	27	$500	$55,200	$85,000
362608	1	0	$560	$32,880	$162,500
362683	0	0	$140	$35,900	$95,000
362705	1	0	$710	$46,000	$137,500
362825	1	0	$240	$13,400	$55,000
362868	1	0	$460	$13,000	$75,000
362914	0	0	$460	$122,000	$162,500
362930	1	0	$500	$26,500	$85,000
363109	1	0	$2,100	$24,700	$450,000
363278	1	0	$1,000	$75,000	$225,000
363406	1	0	$330	$12,700	$137,500
363428	1	0	$260	$12,980	$65,000
363431	1	0	$440	$13,200	$55,000
363545	1	0	$1,300	$45,000	$187,500
363562	0	0	$400	$32,000	$65,000
363574	4	27	$570	$54,000	$55,000
363624	2	1	$800	$70,000	$137,500
363634	1	0	$550	$38,550	$95,000
363737	1	0	$780	$29,700	$75,000
363753	1	0	$320	$14,200	$75,000
363783	1	0	$480	$23,000	$75,000
363797	1	0	$600	$42,000	$45,000
364255	3	31	$1,100	$59,300	$187,500
364257	1	0	$250	$24,900	$27,500
364286	4	19	$1,200	$97,500	$225,000
364389	1	0	$300	$26,300	$65,000
364517	0	0	$800	$95,000	$95,000
364626	3	31	$780	$60,000	$187,500
364730	1	0	$400	$16,300	$22,500
364966	1	0	$200	$6,600	$5,000
365559	1	0	$200	$43,200	$12,500
365759	1	0	$620	$35,000	$55,000
365818	3	31	$1,400	$39,430	$225,000
365921	4	179	$580	$34,000	$75,000
366213	0	0	$550	$44,900	$137,500
366457	1	0	$10	$17,520	$5,000
366586	2	0	$390	$42,000	$137,500
366798	1	0	$590	$40,300	$112,500
366822	2	31	$960	$29,200	$85,000
366930	2	0	$550	$85,000	$112,500
367285	3	97	$1,000	$7,400	$162,500
367482	4	0	$600	$32,000	$225,000
367596	1	0	$280	$66,000	$37,500
367624	0	0	$440	$30,800	$45,000
367683	2	0	$650	$26,000	$75,000
367710	1	0	$200	$36,400	$37,500
368038	3	31	$850	$74,800	$85,000
368099	2	0	$600	$1,930	$65,000
368227	1	0	$330	$18,600	$22,500
368300	3	43	$1,800	$84,000	$350,000
368397	0	0	$1,200	$56,300	$625,000
368595	4	19	$250	$20,000	$5,000
368720	3	31	$1,300	$126,500	$225,000
368985	2	31	$1,100	$67,000	$162,500
369184	1	0	$280	$10,800	$27,500
369615	4	0	$550	$80,000	$75,000
369694	4	115	$580	$89,200	$137,500
369787	0	0	$450	$17,000	$45,000
369838	2	0	$760	$30,800	$75,000
369972	1	0	$470	$25,400	$45,000
369987	2	31	$1,600	$83,000	$450,000
370038	2	31	$1,000	$29,700	$187,500
370052	0	0	$600	$62,500	$187,500
370178	4	0	$380	$8,600	$75,000
370294	1	0	$400	$5,900	$45,000
370353	2	31	$300	$97,000	$350,000
370475	1	0	$450	$33,800	$45,000
370640	0	0	$490	$51,000	$65,000
370705	3	97	$2,400	$138,000	$350,000
370884	1	0	$280	$11,000	$17,500
371324	2	31	$2,000	$100,000	$350,000
371569	0	0	$360	$28,500	$55,000
372038	2	31	$1,600	$30,700	$112,500
372138	1	0	$850	$34,300	$65,000
372385	1	0	$400	$15,700	$32,500
372460	4	19	$350	$61,100	$65,000
372492	1	0	$190	$22,800	$5,000
372619	4	0	$370	$17,500	$12,500
372652	4	0	$590	$95,100	$85,000
372930	3	97	$2,000	$309,100	$450,000
372971	1	0	$220	$14,230	$32,500
373103	4	0	$340	$38,250	$32,500
373211	1	0	$270	$29,400	$17,500
373227	1	0	$240	$34,000	$37,500
373243	4	0	$400	$52,000	$75,000
373757	4	179	$700	$50,000	$187,500
373786	4	0	$300	$8,800	$45,000
373933	4	0	$660	$44,801	$95,000
374269	1	0	$200	$35,000	$65,000
374310	3	31	$1,800	$63,400	$187,500
374377	4	179	$830	$44,000	$162,500
374410	2	31	$1,300	$135,000	$162,500
374748	3	43	$2,000	$105,250	$450,000
375197	2	31	$5,300	$391,200	$1,000,000
375231	1	99	$610	$39,000	$625,000
375256	1	0	$560	$24,000	$75,000
375290	0	0	$800	$107,000	$85,000
375427	2	31	$2,300	$95,000	$275,000
375514	2	31	$900	$19,000	$137,500
375537	1	0	$350	$43,100	$37,500
375698	4	115	$400	$42,000	$37,500
375915	0	0	$400	$139,500	$75,000
376471	1	0	$150	$37,000	$12,500
376521	3	31	$900	$49,200	$162,500
376884	3	0	$1,200	$42,000	$225,000
376949	1	99	$700	$40,000	$162,500
377096	4	179	$250	$22,000	$45,000
377281	1	0	$180	$25,000	$85,000
377529	1	0	$200	$50,700	$55,000
377893	1	0	$290	$7,700	$45,000
378114	4	113	$210	$21,200	$5,000
378196	1	0	$250	$46,560	$22,500
378281	1	0	$750	$86,000	$225,000
378293	1	0	$280	$57,100	$32,500
378501	2	0	$960	$67,500	$95,000
378503	1	0	$400	$19,000	$75,000
378567	1	0	$280	$32,000	$55,000
378640	4	97	$160	$38,000	$17,500
378708	4	179	$350	$59,120	$55,000
378815	3	31	$1,600	$51,000	$225,000
378866	1	0	$500	$15,000	$55,000
379123	4	115	$360	$12,000	$17,500
379183	4	179	$410	$18,000	$55,000
379210	4	0	$450	$10,000	$45,000
379282	4	0	$1,400	$125,000	$450,000
379284	4	0	$550	$35,000	$65,000
379553	4	97	$1,100	$63,300	$137,500
379839	1	0	$350	$12,100	$95,000
379841	4	97	$1,600	$49,200	$225,000
380045	2	31	$780	$59,000	$225,000
380164	1	0	$350	$31,000	$22,500
380356	2	0	$520	$54,800	$65,000
380396	4	115	$390	$19,000	$45,000
380894	2	31	$1,200	$31,300	$162,500
380911	4	0	$250	$3,200	$45,000
380939	4	31	$500	$15,400	$625,000
381030	1	0	$350	$34,700	$32,500
381185	4	0	$500	$68,600	$65,000
381269	1	0	$80	$7,100	$5,000
381392	1	0	$700	$25,152	$137,500
381467	3	0	$250	$49,000	$350,000
381752	2	31	$710	$87,000	$275,000
381864	4	19	$240	$15,000	$17,500
382016	0	0	$1,700	$81,500	$187,500
382230	1	0	$400	$24,700	$22,500
382304	3	31	$90	$21,100	$112,500
382620	1	0	$180	$30,100	$22,500
382763	4	0	$380	$33,600	$95,000
382779	2	0	$490	$10,170	$65,000
382824	0	0	$340	$55,000	$32,500
382959	1	0	$620	$14,400	$85,000
383189	4	0	$590	$101,600	$112,500
383450	1	0	$200	$27,800	$17,500
383556	1	0	$580	$29,000	$37,500
383671	1	0	$330	$16,800	$5,000
383699	1	0	$600	$45,000	$32,500
383731	0	0	$320	$17,000	$12,500
384217	1	0	$260	$20,900	$22,500
384262	1	0	$250	$37,000	$12,500
384429	1	0	$150	$6,440	$5,000
384497	0	0	$100	$25,200	$17,500
384560	4	0	$200	$45,000	$17,500
384653	1	0	$410	$23,500	$75,000
384685	4	0	$960	$55,000	$112,500
384916	4	113	$350	$21,900	$17,500
384993	1	0	$680	$58,500	$75,000
385013	1	0	$130	$35,900	$32,500
385020	1	0	$350	$15,000	$22,500
385129	4	0	$400	$21,300	$45,000
385165	1	0	$200	$52,400	$22,500
385169	1	0	$200	$47,000	$32,500
385198	0	0	$660	$99,000	$95,000
385538	1	0	$350	$35,000	
385552	3	31	$800	$36,400	$112,500
385676	1	0	$150	$68,000	$27,500
385922	4	0	$680	$5,200	$137,500
385972	4	0	$200	$21,900	$55,000
386205	4	115	$500	$74,000	$85,000
386832	1	0	$110	$22,500	$65,000
386895	1	0	$360	$2,500	$65,000
386925	4	91	$480	$33,200	$75,000
386991	0	0	$910	$52,000	$112,500
387126	4	19	$200	$19,000	$5,000
387137	1	0	$130	$37,200	$5,000
387240	1	0	$260	$17,400	$12,500
387267	1	0	$350	$58,000	$27,500
387310	4	0	$1,300	$46,000	$162,500
387343	1	0	$320	$26,400	$65,000
387505	1	0	$460	$49,000	$75,000
387516	1	0	$280	$53,000	$65,000
387537	4	0	$1,700	$6,000	$275,000
387596	3	43	$600	$17,200	$350,000
387818	1	0	$300	$45,110	$55,000
387990	2	0	$300	$20,000	$85,000
388199	2	31	$650	$10,000	$450,000
388213	1	0	$240	$60,120	$65,000
388240	4	0	$750	$56,900	$95,000
388336	3	31	$1,400	$135,000	$350,000
388496	1	0	$250	$46,000	$37,500
388684	3	31	$290	$16,500	$27,500
388884	4	0	$560	$86,110	$187,500
389065	4	97	$3,300	$409,300	$625,000
389302	2	0	$400	$25,240	$75,000
389448	0	0	$480	$48,750	$5,000
389582	1	0	$180	$5,000	$95,000
389622	1	0	$130	$7,000	$85,000
389660	1	0	$200	$29,300	$45,000
389673	4	19	$330	$44,200	$85,000
389782	1	99	$280	$23,600	$45,000
390001	3	31	$2,300	$211,000	$450,000
390425	3	97	$1,200	$75,000	$275,000
391095	3	31	$900	$22,750	$112,500
391471	4	0	$220	$36,270	$17,500
391581	4	0	$740	$90,500	$112,500
391735	1	0	$310	$28,000	$75,000
391758	1	0	$240	$40,500	$37,500
391848	4	19	$290	$56,000	$27,500
392210	4	0	$1,000	$32,000	$162,500
392280	1	0	$500	$15,000	$85,000
392367	1	0	$470	$62,000	$45,000
392390	2	0	$180	$35,750	$55,000
392658	1	0	$310	$29,700	$65,000
392700	1	0	$400	$8,800	$12,500
392824	4	179	$630	$45,000	$37,500
392859	3	0	$300	$22,000	$17,500
392994	4	43	$1,300	$45,600	$162,500
393037	1	0	$460	$187,200	$85,000
393077	3	31	$1,300	$98,000	$187,500
393154	2	31	$1,400	$34,000	$350,000
393312	4	43	$1,200	$90,300	$225,000
393346	4	0	$400	$24,000	$45,000
393370	1	0	$360	$41,000	$32,500
393662	0	0	$390	$32,000	$22,500
393680	1	0	$240	$22,200	$5,000
394000	1	0	$930	$92,880	$137,500
394134	2	31	$510	$0	$112,500
394339	0	0	$240	$25,000	$12,500
394480	4	0	$650	$24,900	$45,000
394585	4	0	$1,200	$30,020	$137,500
394648	4	115	$360	$16,400	$12,500
394694	1	0	$300	$24,000	$22,500
395026	3	31	$980	$25,100	$187,500
395042	4	0	$960	$29,000	$137,500
395249	1	0	$180	$9,600	$5,000
395255	1	0	$430	$82,000	$85,000
395307	4	115	$200	$25,300	$37,500
395455	1	0	$290	$21,000	$27,500
395469	2	31	$2,100	$27,600	$225,000
396085	4	179	$230	$30,100	$75,000
396193	1	0	$190	$24,200	$12,500
396430	1	0	$250	$20,900	$5,000
396991	0	0	$240	$31,200	$12,500
397220	3	31	$360	$119,400	$112,500
397873	1	0	$920	$84,000	$162,500
397897	1	0	$380	$50,000	$75,000
397943	2	31	$910	$73,900	$187,500
398219	1	0	$150	$27,530	$27,500
398271	3	97	$1,300	$62,000	$137,500
398278	1	0	$360	$8,400	$32,500
398292	3	31	$1,000	$12,200	$137,500
398308	3	0	$540	$27,000	$112,500
398485	2	31	$2,000	$164,300	$1,000,000
398614	3	31	$1,200	$62,000	$225,000
398684	0	0	$200	$27,300	$55,000
398750	1	0	$550	$49,100	$65,000
398966	0	0	$300	$69,600	$225,000
399099	1	0	$330	$34,000	$45,000
399392	3	31	$1,200	$110,000	$187,500
399487	3	31	$1,500	$89,400	$225,000
399700	1	0	$250	$20,400	$12,500
399725	1	0	$440	$42,200	$65,000
399777	1	0	$260	$8,900	$5,000
399810	1	0	$650	$86,000	$85,000
400102	4	43	$1,800	$179,400	$450,000
400231	3	31	$700	$15,000	$187,500
400406	2	0	$590	$59,200	$85,000
400470	3	0	$300	$28,000	$27,500
400472	4	19	$200	$23,000	$5,000
400687	3	31	$330	$49,600	$37,500
400890	3	97	$1,200	$32,900	$225,000
401062	1	0	$350	$41,800	$45,000
401064	1	0	$300	$33,900	$45,000
401494	2	0	$640	$78,000	$85,000
401554	1	0	$250	$66,500	$65,000
402075	4	0	$450	$39,000	$45,000
402093	1	0	$540	$64,000	$95,000
402127	1	0	$4	$36,000	$55,000
402131	0	0	$420	$101,200	$65,000
402159	4	43	$1,100	$113,500	$350,000
402206	4	19	$370	$44,300	$27,500
402243	4	0	$790	$56,800	$137,500
402276	3	0	$1,600	$25,400	$162,500
402308	1	0	$280	$14,900	$12,500
402474	2	31	$1,500	$90,000	$275,000
402754	1	0	$680	$136,800	$65,000
402812	0	0	$450	$32,600	$12,500
403014	4	115	$650	$58,000	$95,000
403665	1	0	$550	$60,020	$75,000
403902	4	19	$400	$52,240	$55,000
404016	0	0	$510	$45,700	$112,500
404128	1	0	$730	$18,340	$95,000
404206	4	0	$2,200	$115,400	$625,000
404221	1	0	$350	$22,000	$37,500
404226	4	31	$1,300	$59,000	$137,500
404434	2	31	$1,900	$66,000	$350,000
404472	1	0	$280	$51,000	$45,000
404701	2	0	$490	$77,500	$162,500
404768	1	0	$250	$17,030	$17,500
404928	3	31	$1,500	$56,000	$187,500
404980	3	31	$430	$22,600	$45,000
405225	3	31	$1,100	$84,900	$225,000
405686	4	0	$530	$59,000	$85,000
405744	3	0	$640	$15,600	$85,000
405840	1	99	$440	$45,000	$75,000
405856	4	19	$400	$82,000	$37,500
406255	1	0	$200	$41,000	$17,500
406656	1	0	$110	$7,500	$5,000
406812	2	31	$710	$22,200	$95,000
406841	2	31	$2,300	$87,800	$350,000
407413	1	0	$430	$76,500	$5,000
407432	1	0	$300	$35,000	$32,500
407464	2	0	$500	$52,000	$55,000
407502	4	91	$1,500	$93,000	$225,000
407551	4	0	$500	$20,000	$225,000
407591	1	0	$250	$62,000	$12,500
407715	1	0	$220	$53,700	$5,000
407854	2	0	$260	$35,000	$65,000
407938	4	97	$1,200	$50,000	$137,500
408402	1	0	$530	$50,000	$75,000
408425	0	0	$360	$69,800	$32,500
408461	1	0	$210	$17,010	$27,500
408703	0	0	$750	$45,000	$137,500
408721	1	0	$250	$45,500	$27,500
408862	1	0	$570	$32,000	$75,000
409020	1	0	$760	$41,460	$85,000
409145	2	0	$200	$69,000	$27,500
409183	4	0	$900	$62,000	$225,000
409325	1	0	$230	$21,500	$22,500
409390	1	0	$400	$51,000	$65,000
409730	3	31	$2,100	$218,000	$450,000
409772	2	0	$380	$17,000	$12,500
410051	3	31	$1,300	$26,400	$225,000
410117	1	0	$380	$35,000	$45,000
410126	3	31	$1,200	$82,440	$162,500
410193	1	0	$520	$58,400	$45,000
410328	4	0	$550	$9,600	$37,500
410387	1	0	$250	$30,000	$22,500
410546	0	0	$500	$44,800	$55,000
410552	2	31	$330	$102,940	$32,500
410658	3	31	$560	$36,900	$275,000
411008	4	91	$850	$97,000	$112,500
411048	3	43	$4,000	$408,000	$875,000
411299	1	0	$560	$40,000	$55,000
411476	2	31	$1,300	$60,150	$275,000
411568	4	113	$400	$62,000	$5,000
411583	1	0	$400	$46,700	$55,000
411614	1	0	$230	$8,800	$17,500
411633	3	0	$950	$74,000	$137,500
411901	3	31	$500	$91,000	$187,500
411991	2	31	$1,200	$59,000	$225,000
412309	1	0	$1,000	$76,900	$112,500
412594	0	0	$580	$42,500	$65,000
413013	1	0	$430	$0	$32,500
413083	2	31	$250	$37,000	$12,500
413088	1	0	$180	$26,000	$17,500
413234	2	31	$850	$9,900	$65,000
413299	4	0	$1,100	$40,000	$187,500
413307	4	0	$1,200	$45,000	$162,500
413436	1	0	$320	$51,180	$37,500
413590	0	0	$650	$82,630	$350,000
413852	0	0	$500	$30,000	$45,000
414180	1	0	$350	$412,000	$27,500
414235	3	0	$1,100	$72,070	$162,500
414373	1	0	$150	$47,710	$37,500
414462	4	0	$560	$33,000	$137,500
414780	2	31	$1,700	$30,000	$350,000
415007	3	0	$970	$107,900	$137,500
415342	0	0	$350	$46,620	$85,000
415395	1	0	$500	$35,800	$37,500
415404	1	0	$150	$16,100	$32,500
415417	1	0	$200	$36,000	$22,500
415554	1	0	$580	$65,400	$95,000
415711	4	0	$500	$12,800	$55,000
415859	1	0	$300	$160,100	$75,000
415864	1	0	$590	$15,000	$37,500
415945	1	0	$450	$14,700	$55,000
416045	2	3	$400	$3,900	$45,000
416068	4	0	$180	$14,000	$27,500
416213	3	81	$1,500	$123,000	$225,000
416217	1	0	$310	$30,000	$65,000
416341	4	97	$640	$34,500	$112,500
416349	2	3	$300	$12,900	$65,000
416375	3	0	$250	$26,400	$137,500
416491	4	0	$230	$32,890	$32,500
416515	3	89	$220	$20,000	$45,000
416610	4	35	$4	$40,000	$45,000
416689	2	141	$320	$54,600	$85,000
416853	1	0	$150	$79,000	$55,000
416937	2	0	$550	$47,000	$95,000
417021	3	0	$410	$90,800	$65,000
417152	1	0	$800	$6,400	$225,000
417196	2	3	$470	$34,300	$32,500
417261	3	0	$1,300	$17,500	$625,000
417300	1	0	$160	$4,800	$37,500
417309	1	0	$550	$28,100	$45,000
417310	1	0	$570	$19,600	$75,000
417575	3	89	$900	$0	$85,000
417588	1	0	$250	$50,900	$27,500
417618	4	0	$360	$20,000	$22,500
417676	3	0	$210	$31,800	$17,500
417961	3	89	$160	$73,500	$95,000
418010	4	35	$280	$24,000	$22,500
418038	1	0	$610	$81,000	$112,500
418124	4	0	$530	$1,600	$75,000
418502	4	0	$750	$22,500	$85,000
418566	2	89	$390	$20,200	$32,500
418592	0	0	$700	$20,000	$137,500
418944	3	0	$400	$25,200	$85,000
419186	1	0	$500	$36,350	$55,000
419239	3	0	$740	$41,100	$85,000
419401	4	97	$200	$5,800	$5,000
419415	1	0	$600	$15,200	$55,000
419430	4	39	$820	$68,000	$350,000
419504	1	0	$450	$64,600	$65,000
419511	4	39	$230	$14,000	$17,500
419571	4	97	$1,000	$100,020	$162,500
419606	1	0	$460	$28,900	$45,000
419858	1	0	$290	$15,790	$65,000
419898	0	0	$500	$19,360	$75,000
419960	1	0	$230	$37,080	$5,000
419976	4	105	$950	$47,000	$162,500
419987	2	0	$590	$55,800	$85,000
419999	1	0	$280	$45,000	$17,500
420056	4	39	$700	$66,100	$95,000
420276	1	91	$500	$50,040	$137,500
420389	3	0	$580	$56,000	$85,000
420402	1	0	$450	$7,000	$65,000
420418	4	105	$950	$85,000	$137,500
420472	1	0	$400	$56,200	$37,500
420508	3	81	$520	$85,900	$85,000
420572	1	0	$500	$53,500	$112,500
420695	4	0	$410	$36,000	$5,000
421322	1	0	$280	$40,000	$17,500
421634	1	0	$400	$0	$112,500
421652	1	0	$400	$54,500	$85,000
421671	1	91	$250	$44,000	$5,000
421675	4	39	$470	$24,000	$5,000
421694	1	0	$370	$54,000	$22,500
421814	2	3	$430	$61,600	$27,500
421879	1	0	$650	$46,800	$112,500
421983	0	0	$520	$75,000	$75,000
422096	1	0	$470	$38,800	$27,500
422216	4	0	$570	$6,700	$85,000
422703	4	0	$1,500	$76,200	$187,500
